Transaction_Amount,Merchant_Category,User_Country,Transaction_Country,Device_Type,Transaction_Day,User_Avg_Spend,User_Transaction_Frequency,status,Is_Fraud
5274,Grocery stores,Italy,Italy,Mobile,Weekday,4254,2,0,No Fraud
16853,Liquor stores,Germany,Vietnam,Tablet,Weekend,5935,5,1,Fraud
12188,Bakeries,Australia,Pakistan,Laptop,Weekday,5952,2,1,Fraud
7617,Liquor stores,France,France,Laptop,Weekend,4329,1,1,Fraud
22714,Airlines,Kenya,South Africa,Tablet,Weekend,8116,6,1,Fraud
5043,Grocery stores,China,China,Laptop,Weekday,5528,1,0,No Fraud
6460,Taxi services,France,France,Tablet,Weekend,5254,2,0,No Fraud
5008,Grocery stores,Kenya,Kenya,Mobile,Weekend,8904,1,0,No Fraud
7543,Taxi services,Nigeria,India,Laptop,Weekday,7608,4,1,Fraud
10610,Bakeries,India,India,Laptop,Weekday,5814,2,1,Fraud
16961,Liquor stores,Argentina,Indonesia,Tablet,Weekday,9202,9,1,Fraud
26586,Grocery stores,Mexico,Mexico,Mobile,Weekend,2746,4,1,Fraud
14865,Grocery stores,Kenya,Kenya,Mobile,Weekday,8707,2,0,No Fraud
20947,Airlines,United Kingdom,Mexico,Laptop,Weekend,6828,10,1,Fraud
13831,Clothing stores,Kenya,Kenya,Mobile,Weekday,9660,1,0,No Fraud
8947,Grocery stores,America,Philippines,Mobile,Weekday,5387,1,1,Fraud
4017,Taxi services,Japan,Japan,Laptop,Weekday,4775,2,0,No Fraud
18439,Grocery stores,Kenya,Indonesia,Tablet,Weekday,5517,7,1,Fraud
19852,Bitcoin exchanges,South Korea,Nigeria,Mobile,Weekday,3484,5,1,Fraud
7742,Bakeries,China,China,Tablet,Weekend,7992,1,0,No Fraud
1357,Department stores,America,America,Tablet,Weekday,2640,1,0,No Fraud
5178,Clothing stores,South Africa,Nigeria,Mobile,Weekday,6301,8,1,Fraud
7131,Clothing stores,United Kingdom,United Kingdom,Laptop,Weekday,6752,1,1,Fraud
28012,Taxi services,China,Indonesia,Mobile,Weekday,7009,3,1,Fraud
11565,Department stores,Australia,Australia,Mobile,Weekday,9671,2,0,No Fraud
3919,Bakeries,Australia,Australia,Laptop,Weekday,2201,2,1,Fraud
3051,Department stores,Kenya,Kenya,Mobile,Weekend,4953,1,0,No Fraud
26105,Grocery stores,Japan,India,Tablet,Weekend,3827,7,1,Fraud
1227,Bakeries,Spain,Spain,Tablet,Weekday,2306,1,0,No Fraud
15406,Taxi services,Germany,Germany,Tablet,Weekday,9546,2,0,No Fraud
25503,Department stores,Argentina,Indonesia,Laptop,Weekday,4011,7,1,Fraud
20677,Airlines,Germany,Germany,Mobile,Weekend,6819,3,1,Fraud
7329,Liquor stores,Nigeria,Nigeria,Tablet,Weekend,8580,1,0,No Fraud
7709,Clothing stores,South Korea,South Korea,Tablet,Weekend,3879,1,0,No Fraud
27706,Bitcoin exchanges,America,Nigeria,Laptop,Weekday,8034,9,1,Fraud
8969,Taxi services,United Kingdom,Brazil,Tablet,Weekday,5807,1,1,Fraud
7498,Taxi services,South Africa,South Africa,Tablet,Weekday,8392,2,0,No Fraud
11559,Bitcoin exchanges,South Korea,Philippines,Laptop,Weekend,9083,7,1,Fraud
20522,Department stores,Australia,Vietnam,Laptop,Weekday,5680,8,1,Fraud
10323,Department stores,Brazil,Brazil,Mobile,Weekend,5801,1,0,No Fraud
16417,Clothing stores,Canada,Canada,Tablet,Weekend,9550,2,0,No Fraud
13733,Bakeries,France,Nigeria,Laptop,Weekday,5249,3,1,Fraud
2596,Taxi services,South Korea,South Korea,Mobile,Weekend,3131,1,0,No Fraud
4373,Department stores,Australia,Australia,Mobile,Weekend,3483,1,0,No Fraud
4246,Bakeries,America,America,Mobile,Weekend,4029,2,0,No Fraud
6986,Bakeries,Russia,South Africa,Laptop,Weekday,2237,5,1,Fraud
4147,Bakeries,Spain,Spain,Tablet,Weekday,2815,1,0,No Fraud
20831,Airlines,United Kingdom,Brazil,Laptop,Weekend,4608,6,1,Fraud
7841,Taxi services,United Kingdom,United Kingdom,Tablet,Weekday,6888,1,0,No Fraud
12762,Taxi services,France,France,Mobile,Weekday,8674,1,0,No Fraud
18392,Liquor stores,Australia,South Africa,Mobile,Weekend,2423,4,1,Fraud
26084,Hotels,Nigeria,Mexico,Mobile,Weekend,7082,6,1,Fraud
17986,Liquor stores,Australia,Russia,Mobile,Weekday,5800,1,1,Fraud
5018,Grocery stores,Russia,Russia,Laptop,Weekend,3258,2,0,No Fraud
5015,Bakeries,Mexico,Mexico,Tablet,Weekend,3898,1,0,No Fraud
6596,Airlines,Kenya,Kenya,Tablet,Weekday,2829,3,1,Fraud
21499,Bitcoin exchanges,Australia,Pakistan,Tablet,Weekend,9475,3,1,Fraud
5289,Department stores,China,Russia,Laptop,Weekend,8257,3,1,Fraud
9974,Hotels,Nigeria,Nigeria,Mobile,Weekend,4492,8,1,Fraud
10347,Clothing stores,India,India,Laptop,Weekend,7871,2,1,Fraud
4704,Clothing stores,Nigeria,Nigeria,Mobile,Weekday,7509,2,0,No Fraud
29097,Grocery stores,Canada,Nigeria,Tablet,Weekend,2477,9,1,Fraud
17851,Bitcoin exchanges,Nigeria,Mexico,Laptop,Weekday,7739,4,1,Fraud
27917,Hotels,Mexico,India,Laptop,Weekend,8280,1,1,Fraud
9042,Bitcoin exchanges,Russia,Philippines,Mobile,Weekend,5811,9,1,Fraud
9574,Grocery stores,Brazil,Brazil,Tablet,Weekday,8534,2,0,No Fraud
22231,Adult websites,India,Brazil,Tablet,Weekend,7864,10,1,Fraud
17793,Clothing stores,Nigeria,Indonesia,Tablet,Weekday,6069,8,1,Fraud
4685,Bakeries,South Korea,South Korea,Tablet,Weekend,7815,1,0,No Fraud
19670,Taxi services,Canada,Nigeria,Tablet,Weekday,5407,7,1,Fraud
7984,Bakeries,United Kingdom,United Kingdom,Tablet,Weekend,7777,2,0,No Fraud
16606,Airlines,Australia,India,Mobile,Weekend,9525,4,1,Fraud
12750,Liquor stores,United Kingdom,United Kingdom,Mobile,Weekday,7565,2,0,No Fraud
14410,Department stores,Germany,Germany,Tablet,Weekend,8832,2,0,No Fraud
26243,Hotels,India,India,Mobile,Weekend,6993,1,1,Fraud
28476,Airlines,South Africa,South Africa,Laptop,Weekday,2116,10,1,Fraud
27773,Bakeries,Canada,Indonesia,Laptop,Weekday,2502,2,1,Fraud
28653,Bakeries,France,Pakistan,Laptop,Weekend,9057,8,1,Fraud
13257,Bitcoin exchanges,Brazil,Philippines,Mobile,Weekday,7444,5,1,Fraud
16125,Clothing stores,Germany,South Africa,Tablet,Weekday,5448,7,1,Fraud
28852,Department stores,Spain,Pakistan,Laptop,Weekend,7727,10,1,Fraud
25310,Liquor stores,China,Mexico,Tablet,Weekend,4724,6,1,Fraud
4957,Bakeries,France,France,Tablet,Weekday,3885,2,0,No Fraud
27073,Liquor stores,America,Mexico,Tablet,Weekend,5905,6,1,Fraud
3405,Bakeries,Russia,Russia,Tablet,Weekday,2492,1,0,No Fraud
17713,Clothing stores,France,France,Tablet,Weekend,9441,1,0,No Fraud
2659,Liquor stores,Nigeria,Nigeria,Tablet,Weekend,2097,1,0,No Fraud
4455,Department stores,South Korea,South Korea,Laptop,Weekday,5909,1,1,Fraud
20756,Liquor stores,Argentina,Nigeria,Laptop,Weekend,6395,1,1,Fraud
27700,Department stores,Spain,India,Mobile,Weekday,5376,5,1,Fraud
6419,Department stores,Australia,India,Mobile,Weekday,6329,5,1,Fraud
7688,Liquor stores,Mexico,South Africa,Tablet,Weekday,4959,7,1,Fraud
12116,Airlines,Kenya,Brazil,Laptop,Weekday,2203,5,1,Fraud
10930,Liquor stores,South Korea,South Korea,Tablet,Weekend,5580,1,0,No Fraud
5343,Hotels,Kenya,Mexico,Laptop,Weekend,8902,4,1,Fraud
19478,Bakeries,Germany,Germany,Laptop,Weekday,9854,1,0,No Fraud
19523,Airlines,France,South Africa,Laptop,Weekend,4290,3,1,Fraud
22540,Grocery stores,Russia,Nigeria,Mobile,Weekday,9409,6,1,Fraud
14341,Grocery stores,Japan,Japan,Laptop,Weekday,7675,1,1,Fraud
8051,Taxi services,Argentina,Argentina,Tablet,Weekday,6862,1,0,No Fraud
11252,Grocery stores,Russia,Russia,Mobile,Weekday,9088,2,0,No Fraud
6111,Grocery stores,Argentina,Argentina,Tablet,Weekend,6864,2,0,No Fraud
25527,Liquor stores,Spain,Russia,Laptop,Weekend,2668,5,1,Fraud
6420,Department stores,Japan,Japan,Tablet,Weekday,6025,2,0,No Fraud
17990,Bakeries,Japan,South Africa,Mobile,Weekend,3638,8,1,Fraud
2336,Department stores,Japan,Japan,Laptop,Weekday,2547,2,1,Fraud
1599,Liquor stores,Italy,Italy,Tablet,Weekday,2866,1,0,No Fraud
29210,Clothing stores,Australia,India,Tablet,Weekday,7025,7,1,Fraud
15190,Taxi services,Brazil,Brazil,Mobile,Weekday,9326,1,0,No Fraud
10860,Grocery stores,Australia,Australia,Tablet,Weekday,7181,2,0,No Fraud
7052,Taxi services,Brazil,Brazil,Mobile,Weekday,3840,1,0,No Fraud
6182,Department stores,Italy,Italy,Tablet,Weekend,4686,1,0,No Fraud
5889,Department stores,Japan,Japan,Tablet,Weekend,6582,1,0,No Fraud
9054,Bakeries,Spain,Spain,Tablet,Weekday,9202,2,0,No Fraud
4592,Department stores,Australia,Australia,Tablet,Weekend,5317,1,0,No Fraud
3195,Liquor stores,Russia,Russia,Mobile,Weekday,6238,1,0,No Fraud
28365,Bitcoin exchanges,Japan,Russia,Mobile,Weekend,4855,3,1,Fraud
4515,Taxi services,Spain,Spain,Laptop,Weekday,3206,2,1,Fraud
24652,Hotels,Canada,Nigeria,Mobile,Weekday,9604,6,1,Fraud
8287,Liquor stores,Mexico,Mexico,Laptop,Weekday,5884,2,1,Fraud
7953,Airlines,South Korea,India,Mobile,Weekend,3820,3,1,Fraud
20426,Clothing stores,Spain,South Africa,Tablet,Weekday,2324,10,1,Fraud
10904,Bakeries,Russia,Russia,Mobile,Weekend,8017,1,0,No Fraud
8177,Liquor stores,Mexico,Mexico,Tablet,Weekday,8627,2,0,No Fraud
15526,Grocery stores,South Korea,Russia,Mobile,Weekday,8919,7,1,Fraud
5384,Taxi services,Japan,Japan,Mobile,Weekend,3411,1,0,No Fraud
10687,Bakeries,Kenya,Kenya,Tablet,Weekend,9444,2,0,No Fraud
23134,Bakeries,Germany,India,Laptop,Weekend,6901,2,1,Fraud
14974,Airlines,South Africa,South Africa,Mobile,Weekday,4429,1,1,Fraud
11359,Bakeries,South Korea,South Korea,Tablet,Weekday,9203,2,0,No Fraud
9296,Liquor stores,Germany,India,Tablet,Weekday,4348,5,1,Fraud
22635,Clothing stores,Russia,India,Laptop,Weekday,6336,10,1,Fraud
10085,Department stores,Russia,Russia,Laptop,Weekend,6415,2,0,No Fraud
15398,Grocery stores,Kenya,Kenya,Laptop,Weekday,7827,1,0,No Fraud
23979,Bitcoin exchanges,France,France,Tablet,Weekday,2102,3,1,Fraud
12064,Grocery stores,Nigeria,Nigeria,Mobile,Weekend,7167,1,0,No Fraud
4770,Liquor stores,India,India,Tablet,Weekend,4893,2,0,No Fraud
5928,Department stores,Kenya,Kenya,Laptop,Weekend,5244,2,0,No Fraud
12154,Bitcoin exchanges,South Africa,Pakistan,Mobile,Weekday,4442,10,1,Fraud
5565,Taxi services,Mexico,Mexico,Tablet,Weekday,6230,1,0,No Fraud
6039,Grocery stores,India,India,Laptop,Weekend,9437,2,0,No Fraud
12203,Taxi services,Russia,Russia,Mobile,Weekday,7411,1,0,No Fraud
24446,Bitcoin exchanges,Australia,Brazil,Laptop,Weekend,7901,3,1,Fraud
10211,Bitcoin exchanges,Nigeria,Indonesia,Laptop,Weekend,4577,4,1,Fraud
2928,Clothing stores,China,China,Mobile,Weekday,3523,2,0,No Fraud
12170,Department stores,Kenya,Kenya,Tablet,Weekday,6865,2,0,No Fraud
8337,Adult websites,Mexico,India,Mobile,Weekend,7072,3,1,Fraud
12401,Liquor stores,Italy,Brazil,Mobile,Weekend,3425,8,1,Fraud
14060,Adult websites,Nigeria,Philippines,Laptop,Weekend,3158,9,1,Fraud
29305,Airlines,South Africa,Philippines,Mobile,Weekday,9173,7,1,Fraud
6013,Bakeries,Mexico,Nigeria,Tablet,Weekend,2362,4,1,Fraud
15192,Bitcoin exchanges,Nigeria,Brazil,Laptop,Weekend,8681,8,1,Fraud
12193,Liquor stores,Russia,Russia,Tablet,Weekday,8239,1,0,No Fraud
5092,Taxi services,France,France,Tablet,Weekday,8137,2,0,No Fraud
7332,Liquor stores,Argentina,India,Laptop,Weekend,9907,7,1,Fraud
10976,Grocery stores,Kenya,Kenya,Mobile,Weekend,5725,2,0,No Fraud
13862,Clothing stores,Germany,Germany,Laptop,Weekday,8703,1,0,No Fraud
3416,Liquor stores,Australia,Australia,Mobile,Weekend,5951,1,0,No Fraud
14967,Grocery stores,India,India,Mobile,Weekend,7526,2,0,No Fraud
14924,Taxi services,Russia,India,Mobile,Weekday,9005,8,1,Fraud
10983,Adult websites,Argentina,India,Laptop,Weekend,3987,4,1,Fraud
12533,Bitcoin exchanges,Japan,Pakistan,Tablet,Weekday,2408,4,1,Fraud
9876,Grocery stores,South Africa,South Africa,Laptop,Weekday,9669,1,1,Fraud
2644,Department stores,Spain,Spain,Laptop,Weekend,2050,1,1,Fraud
28636,Adult websites,Mexico,Vietnam,Mobile,Weekday,4869,3,1,Fraud
8916,Liquor stores,America,America,Laptop,Weekend,4679,2,0,No Fraud
14233,Department stores,Russia,Mexico,Laptop,Weekday,9404,7,1,Fraud
26481,Airlines,Kenya,South Africa,Mobile,Weekend,5792,4,1,Fraud
4684,Clothing stores,Argentina,Argentina,Mobile,Weekday,2993,2,0,No Fraud
7846,Grocery stores,South Africa,South Africa,Mobile,Weekend,5212,2,0,No Fraud
4234,Clothing stores,Nigeria,Nigeria,Tablet,Weekend,5801,1,0,No Fraud
20911,Bitcoin exchanges,India,South Africa,Mobile,Weekday,3915,7,1,Fraud
17304,Grocery stores,Canada,South Africa,Mobile,Weekday,4325,4,1,Fraud
12092,Clothing stores,South Africa,Mexico,Mobile,Weekend,6412,8,1,Fraud
19206,Taxi services,South Korea,Philippines,Mobile,Weekday,2501,8,1,Fraud
27976,Department stores,Canada,Philippines,Laptop,Weekend,7801,9,1,Fraud
12177,Department stores,Australia,Mexico,Tablet,Weekend,6848,6,1,Fraud
28645,Taxi services,India,Pakistan,Mobile,Weekend,5086,5,1,Fraud
13136,Bakeries,Kenya,Pakistan,Mobile,Weekday,4021,9,1,Fraud
13359,Department stores,Italy,Italy,Laptop,Weekday,6990,1,0,No Fraud
7248,Bakeries,Nigeria,Nigeria,Tablet,Weekday,6737,1,0,No Fraud
22701,Department stores,China,South Africa,Laptop,Weekday,2384,7,1,Fraud
25186,Taxi services,Spain,Spain,Tablet,Weekend,7120,6,1,Fraud
7142,Airlines,South Korea,Brazil,Laptop,Weekend,7980,7,1,Fraud
12094,Clothing stores,United Kingdom,United Kingdom,Mobile,Weekend,7326,2,0,No Fraud
13422,Taxi services,France,France,Laptop,Weekend,7596,2,1,Fraud
4698,Grocery stores,South Korea,South Korea,Mobile,Weekday,4981,2,0,No Fraud
27698,Adult websites,France,Philippines,Tablet,Weekend,2707,4,1,Fraud
6733,Liquor stores,Mexico,Brazil,Laptop,Weekend,6346,1,1,Fraud
3659,Bakeries,Germany,Germany,Laptop,Weekday,5374,2,0,No Fraud
28027,Adult websites,United Kingdom,South Africa,Mobile,Weekday,9360,5,1,Fraud
3143,Taxi services,Kenya,Kenya,Mobile,Weekday,2951,1,0,No Fraud
21727,Adult websites,South Korea,Russia,Laptop,Weekend,2226,4,1,Fraud
21584,Bakeries,United Kingdom,Mexico,Tablet,Weekday,9515,7,1,Fraud
12015,Bitcoin exchanges,South Korea,Indonesia,Laptop,Weekend,5903,2,1,Fraud
11532,Liquor stores,Australia,Australia,Tablet,Weekend,9936,1,0,No Fraud
15824,Adult websites,Russia,Brazil,Tablet,Weekend,5611,9,1,Fraud
12477,Taxi services,South Korea,Mexico,Laptop,Weekend,9527,7,1,Fraud
5717,Airlines,America,America,Mobile,Weekend,9324,10,1,Fraud
13280,Taxi services,Kenya,India,Laptop,Weekend,7762,3,1,Fraud
3645,Department stores,United Kingdom,United Kingdom,Laptop,Weekend,3896,1,0,No Fraud
29012,Liquor stores,Canada,Mexico,Laptop,Weekday,2830,1,1,Fraud
27890,Bitcoin exchanges,Mexico,Indonesia,Laptop,Weekend,7538,1,1,Fraud
5361,Clothing stores,Germany,Germany,Mobile,Weekday,8151,9,1,Fraud
24456,Airlines,Spain,Brazil,Tablet,Weekend,2334,1,1,Fraud
18024,Taxi services,Kenya,Brazil,Mobile,Weekday,5620,7,1,Fraud
11291,Liquor stores,Russia,Brazil,Tablet,Weekend,8612,2,1,Fraud
16933,Taxi services,America,Philippines,Mobile,Weekend,3040,8,1,Fraud
17951,Bakeries,Brazil,Mexico,Mobile,Weekday,2088,4,1,Fraud
28174,Liquor stores,United Kingdom,Russia,Mobile,Weekday,3415,5,1,Fraud
1982,Clothing stores,Mexico,Mexico,Tablet,Weekend,2973,2,0,No Fraud
17949,Adult websites,Brazil,India,Laptop,Weekend,2478,10,1,Fraud
9037,Hotels,Spain,Brazil,Mobile,Weekday,2547,9,1,Fraud
6518,Bakeries,India,Vietnam,Laptop,Weekday,9764,7,1,Fraud
21765,Department stores,Spain,Pakistan,Tablet,Weekend,6769,3,1,Fraud
28620,Bitcoin exchanges,Spain,Indonesia,Laptop,Weekend,6721,7,1,Fraud
14185,Department stores,Canada,Indonesia,Laptop,Weekend,3589,4,1,Fraud
2620,Grocery stores,South Africa,South Africa,Mobile,Weekday,2530,1,0,No Fraud
16822,Liquor stores,Canada,Russia,Tablet,Weekday,6736,9,1,Fraud
5467,Grocery stores,Kenya,Kenya,Mobile,Weekend,8285,1,0,No Fraud
3566,Taxi services,South Africa,South Africa,Tablet,Weekday,6733,1,0,No Fraud
28683,Department stores,America,Mexico,Mobile,Weekday,5810,10,1,Fraud
9229,Clothing stores,Russia,Russia,Tablet,Weekday,6885,2,0,No Fraud
5681,Clothing stores,South Africa,India,Laptop,Weekday,6870,3,1,Fraud
18627,Liquor stores,Kenya,Brazil,Laptop,Weekday,3456,8,1,Fraud
18451,Department stores,Mexico,Mexico,Tablet,Weekend,9500,2,0,No Fraud
12184,Taxi services,South Korea,South Africa,Laptop,Weekend,5067,4,1,Fraud
25472,Liquor stores,South Africa,Philippines,Tablet,Weekend,5798,2,1,Fraud
10737,Grocery stores,Mexico,Mexico,Tablet,Weekend,9564,1,0,No Fraud
8918,Adult websites,Brazil,Philippines,Laptop,Weekend,3363,2,1,Fraud
29185,Hotels,Canada,Indonesia,Mobile,Weekend,9548,4,1,Fraud
13091,Clothing stores,Nigeria,Nigeria,Laptop,Weekend,7666,2,0,No Fraud
12895,Taxi services,America,America,Tablet,Weekday,8554,2,0,No Fraud
13210,Taxi services,America,America,Mobile,Weekday,9122,1,0,No Fraud
25688,Grocery stores,India,Brazil,Tablet,Weekday,3105,9,1,Fraud
14007,Bakeries,America,America,Mobile,Weekday,7555,1,0,No Fraud
13943,Bakeries,Kenya,Pakistan,Mobile,Weekend,8249,3,1,Fraud
15965,Clothing stores,France,India,Laptop,Weekend,7535,6,1,Fraud
28356,Bitcoin exchanges,Kenya,Mexico,Tablet,Weekend,8852,9,1,Fraud
7332,Department stores,China,China,Laptop,Weekday,8952,8,1,Fraud
6036,Hotels,Germany,Mexico,Mobile,Weekday,2582,4,1,Fraud
20729,Liquor stores,America,Indonesia,Mobile,Weekday,3059,1,1,Fraud
10314,Clothing stores,Germany,Pakistan,Mobile,Weekend,3466,9,1,Fraud
1926,Clothing stores,United Kingdom,United Kingdom,Laptop,Weekday,2372,2,0,No Fraud
14421,Adult websites,South Africa,Nigeria,Tablet,Weekday,8738,2,1,Fraud
23897,Bakeries,Canada,Vietnam,Tablet,Weekend,9359,5,1,Fraud
3956,Bakeries,Argentina,Argentina,Tablet,Weekday,4107,1,0,No Fraud
7750,Liquor stores,Russia,Russia,Mobile,Weekday,9495,1,0,No Fraud
11480,Grocery stores,Russia,Russia,Mobile,Weekday,9993,2,0,No Fraud
3578,Bakeries,South Africa,South Africa,Mobile,Weekday,6681,2,0,No Fraud
5695,Taxi services,South Africa,Indonesia,Mobile,Weekday,5189,3,1,Fraud
27192,Liquor stores,Kenya,Nigeria,Laptop,Weekend,5303,10,1,Fraud
13873,Taxi services,Nigeria,Nigeria,Laptop,Weekend,7774,2,1,Fraud
4268,Liquor stores,India,India,Mobile,Weekend,4319,1,0,No Fraud
5706,Taxi services,Germany,Germany,Mobile,Weekday,6417,2,0,No Fraud
6559,Taxi services,Germany,Germany,Tablet,Weekday,5829,2,0,No Fraud
5002,Bakeries,Russia,Russia,Tablet,Weekday,8783,1,0,No Fraud
6071,Liquor stores,Japan,Japan,Laptop,Weekend,9756,2,1,Fraud
9227,Liquor stores,Argentina,Indonesia,Tablet,Weekend,8748,5,1,Fraud
6102,Taxi services,South Africa,South Africa,Tablet,Weekend,4095,2,0,No Fraud
25559,Adult websites,Spain,Vietnam,Laptop,Weekday,2774,3,1,Fraud
9004,Clothing stores,Nigeria,South Africa,Tablet,Weekend,9337,5,1,Fraud
26631,Department stores,Italy,Vietnam,Laptop,Weekday,6178,9,1,Fraud
4393,Liquor stores,Australia,Australia,Tablet,Weekday,3592,2,0,No Fraud
7358,Bitcoin exchanges,Argentina,Indonesia,Laptop,Weekday,6483,10,1,Fraud
11949,Clothing stores,India,Mexico,Laptop,Weekday,9677,9,1,Fraud
23671,Hotels,India,Vietnam,Laptop,Weekend,7278,10,1,Fraud
5090,Taxi services,Spain,Spain,Mobile,Weekday,6378,1,0,No Fraud
20850,Hotels,Argentina,Mexico,Tablet,Weekday,8078,7,1,Fraud
23537,Airlines,Brazil,Mexico,Laptop,Weekday,7249,7,1,Fraud
8206,Clothing stores,Nigeria,Nigeria,Tablet,Weekday,4158,2,0,No Fraud
17785,Adult websites,Brazil,India,Tablet,Weekday,5666,7,1,Fraud
4272,Department stores,Canada,Canada,Laptop,Weekend,7788,1,0,No Fraud
14353,Airlines,Japan,Japan,Tablet,Weekday,7754,6,1,Fraud
17798,Clothing stores,France,Nigeria,Tablet,Weekend,2972,7,1,Fraud
29992,Liquor stores,Canada,Nigeria,Mobile,Weekday,5321,4,1,Fraud
3611,Liquor stores,Japan,Japan,Mobile,Weekday,2071,1,0,No Fraud
6612,Airlines,Kenya,Pakistan,Tablet,Weekend,8710,6,1,Fraud
28787,Grocery stores,Nigeria,Indonesia,Laptop,Weekday,9602,6,1,Fraud
15859,Liquor stores,Kenya,Vietnam,Mobile,Weekend,7758,8,1,Fraud
6799,Airlines,South Africa,India,Tablet,Weekend,5298,10,1,Fraud
6969,Department stores,Nigeria,Nigeria,Mobile,Weekday,8050,2,0,No Fraud
6919,Grocery stores,India,Russia,Mobile,Weekend,2421,4,1,Fraud
